,,,,,,,,,,,,,,,,,,,,,,Steps,,,,,,,,,,,,,,,,,,,,,,,
684,42,39,32,46,54,34,27,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
684,35,40,33,47,54,34,25,31,13,2,38,37,28,19,20,31,20,31,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,38,38,33,46,54,34,28,31,14,2,31,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,39,39,31,46,54,34,27,31,11,0,53,37,29,19,20,31,21,25,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,43,40,33,47,54,34,28,31,11,2,38,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,42,40,33,46,54,34,26,30,14,2,30,37,28,19,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,32,40,32,47,54,33,29,29,11,2,31,37,27,19,20,31,23,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
684,41,40,33,47,54,34,27,33,13,2,28,37,27,19,20,30,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,37,39,32,46,53,34,27,30,12,2,38,36,28,18,20,31,21,26,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,22,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,43,40,33,47,53,34,29,33,10,2,31,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,21,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
684,42,40,32,47,54,34,28,31,13,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,38,40,32,47,54,34,29,31,11,2,35,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,27,40,32,46,54,34,27,30,11,2,36,37,28,19,20,31,22,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
684,41,40,32,47,54,34,27,31,13,1,31,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
684,43,40,31,47,54,34,29,33,15,2,37,37,28,19,20,31,21,29,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,32,40,33,47,54,34,27,29,12,1,35,37,28,19,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
684,36,40,32,46,54,33,26,32,10,2,42,37,29,19,20,31,22,29,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,53,40,31,47,53,34,27,27,12,2,38,37,29,19,20,31,22,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
684,37,40,33,47,54,34,28,31,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
684,34,38,33,47,54,34,29,32,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
684,37,40,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,28,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
684,32,40,31,47,54,34,30,26,11,2,40,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,35,40,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,36,40,32,47,54,34,29,27,13,2,35,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,43,40,33,47,54,34,25,26,12,2,35,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,41,40,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,41,40,33,47,54,34,28,32,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,37,40,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,42,39,32,46,54,34,26,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,35,40,33,47,54,34,25,31,13,2,39,37,28,19,20,31,20,31,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,38,38,33,46,54,34,28,31,14,2,31,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,40,39,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,25,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,43,40,33,47,54,34,28,31,11,2,38,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,42,39,33,46,54,34,26,30,14,2,30,37,28,19,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,32,40,32,47,54,33,29,29,11,2,31,37,27,19,20,31,23,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,41,40,33,47,54,34,27,33,13,2,28,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,37,39,32,46,53,34,27,30,12,2,38,36,28,18,20,31,21,26,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,43,40,33,47,53,34,29,33,9,2,31,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,21,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,42,40,32,47,54,34,28,31,13,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,38,40,32,47,54,34,28,31,11,2,35,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,28,40,32,46,54,34,27,30,11,2,36,37,28,19,20,31,22,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
690,41,40,32,47,54,34,26,31,13,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,43,40,31,47,54,34,29,33,15,2,37,37,28,19,20,31,21,29,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,32,40,33,47,54,34,27,29,12,1,35,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
690,36,40,32,46,54,33,25,32,10,2,43,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,53,40,31,47,53,34,27,27,12,2,38,37,29,19,20,31,22,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
690,37,40,33,47,54,34,28,30,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
690,35,37,33,47,54,34,29,32,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
690,37,40,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
690,32,40,31,47,54,34,30,26,11,2,40,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,35,40,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,36,40,32,47,54,34,29,27,13,2,35,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,43,40,33,47,54,34,25,26,12,2,37,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,41,40,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,42,40,33,47,54,34,27,32,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,37,40,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,42,39,32,46,54,34,26,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,35,40,33,47,54,34,25,31,13,2,39,37,28,19,20,31,20,31,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,38,38,33,46,54,34,28,31,14,2,31,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,40,39,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,43,40,33,47,54,34,28,31,11,2,38,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,42,39,33,46,54,34,26,30,14,2,30,37,28,19,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,32,40,32,47,54,33,29,29,11,2,31,37,27,19,20,31,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,41,40,33,47,54,34,26,33,13,2,28,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,37,39,32,46,52,34,26,30,12,2,38,36,28,18,20,31,21,26,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,43,40,33,47,53,34,29,33,9,2,31,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,20,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,41,40,32,47,54,34,28,31,13,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,38,40,32,47,54,34,27,31,11,2,36,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,28,40,32,46,54,34,27,30,11,2,36,37,28,19,20,31,22,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
696,41,40,32,47,54,34,26,31,13,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,43,40,31,47,54,34,29,33,15,2,37,37,28,19,20,31,21,29,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,32,40,33,47,54,34,27,29,12,1,35,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
696,36,40,32,46,54,33,25,32,10,2,43,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,54,40,31,47,53,34,27,27,12,2,39,37,29,19,20,31,22,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
696,37,40,33,47,54,34,28,30,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
696,35,37,33,47,54,34,29,31,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
696,37,40,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
696,32,40,31,47,54,34,30,26,11,2,40,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,35,40,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,36,40,32,47,54,34,29,27,13,2,35,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,43,40,33,47,54,34,25,26,12,2,37,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,41,40,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,42,40,33,47,54,34,27,31,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,37,40,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,42,39,32,46,54,34,25,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,35,40,33,47,54,34,25,31,13,2,41,37,28,19,20,31,20,30,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,38,38,33,46,54,34,28,31,14,2,31,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,40,39,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,43,40,33,47,54,34,28,31,11,2,38,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,42,39,33,46,54,34,26,29,14,2,31,37,28,18,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,32,40,32,47,54,33,29,29,11,2,32,37,27,19,20,31,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,41,40,33,47,54,34,26,33,13,2,28,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,37,39,32,46,52,34,25,30,12,2,38,36,28,18,20,31,21,26,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,40,40,31,47,54,34,28,31,11,1,42,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,43,40,33,47,53,34,29,33,9,2,32,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,20,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,41,40,32,47,54,34,28,31,12,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,39,40,32,47,54,34,27,31,11,2,36,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,28,40,32,46,54,34,27,30,11,2,36,37,28,19,20,31,22,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
702,41,40,32,47,54,34,26,31,13,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,43,40,31,47,54,34,29,33,15,2,38,37,28,19,20,31,21,29,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,32,40,33,47,54,34,27,29,12,1,36,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
702,36,40,32,46,54,33,25,32,10,2,44,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,54,40,31,47,53,34,27,27,12,2,39,37,29,19,20,31,22,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
702,37,40,33,47,54,34,28,30,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
702,35,37,33,47,54,34,29,31,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
702,37,40,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
702,32,40,31,47,54,34,30,26,11,2,41,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,34,41,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,37,41,32,47,54,34,29,27,13,2,36,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,42,41,33,47,54,34,25,26,12,2,37,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,40,41,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,42,41,33,47,54,34,27,31,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,36,41,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,41,40,32,46,54,34,25,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,34,41,33,47,54,34,25,31,13,2,41,37,28,19,20,31,20,30,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,37,39,33,46,54,34,28,31,14,2,31,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,39,40,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,42,41,33,47,54,34,28,31,11,2,39,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,41,40,33,46,54,34,26,29,14,2,31,37,28,18,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,31,41,32,47,54,33,29,29,11,2,32,37,27,19,20,31,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,40,41,33,47,54,34,26,33,13,2,28,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,36,40,32,46,52,34,25,30,12,2,38,36,28,18,20,31,21,26,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,39,41,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,43,41,33,47,53,34,29,33,9,2,32,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,20,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,40,41,32,47,54,34,28,31,12,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,38,41,32,47,54,34,27,31,11,2,36,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,27,41,32,46,54,34,27,30,11,2,36,37,28,19,20,31,22,29,12,2,,,,,,,,,,,,,,,,,,,,,,,,,
708,40,41,32,47,54,34,26,31,12,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,43,41,31,47,54,34,29,33,15,2,38,37,28,19,20,31,21,29,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,31,41,33,47,54,34,27,29,12,1,36,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
708,36,41,32,46,54,33,25,32,10,2,46,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,53,41,31,47,53,34,27,27,12,2,39,37,29,19,20,31,22,25,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
708,36,41,33,47,54,34,28,29,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
708,34,38,33,47,54,34,29,31,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
708,36,41,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
708,31,41,31,47,54,34,30,26,11,2,41,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,35,41,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,38,41,32,47,54,34,29,27,13,2,36,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,42,41,33,47,54,34,25,26,12,2,37,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,40,41,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,42,41,33,47,54,34,27,31,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,36,41,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,41,40,32,46,54,34,25,31,12,2,34,36,29,19,19,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,34,41,33,47,54,34,25,31,13,2,42,37,28,19,20,31,20,29,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,37,39,33,46,54,34,28,31,14,2,32,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,39,40,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,42,41,33,47,54,34,28,31,11,2,39,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,41,40,33,46,54,34,26,29,14,2,31,37,28,18,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,31,41,32,47,54,33,29,29,11,2,34,37,27,19,20,31,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,40,41,33,47,54,34,26,33,13,2,29,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,37,40,32,46,52,34,25,30,12,2,38,36,28,18,20,31,21,26,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,39,41,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,43,41,33,47,53,34,29,33,9,2,32,36,29,18,20,31,21,27,15,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,29,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,20,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,40,41,32,47,54,34,28,31,12,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,38,41,32,47,54,34,27,31,10,2,37,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,27,41,32,46,54,34,27,30,11,2,37,37,28,19,20,31,22,29,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
714,40,41,32,47,54,34,26,31,12,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,43,41,31,47,54,34,29,33,15,2,38,37,28,19,20,31,21,29,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,31,41,33,47,54,34,27,29,12,1,36,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
714,36,41,32,46,54,33,25,31,10,2,46,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,53,41,31,47,53,34,27,27,12,2,39,37,29,19,20,31,22,24,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
714,37,41,33,47,54,34,28,29,15,2,38,37,29,19,20,31,21,27,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
714,34,38,33,47,54,34,29,31,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
714,36,41,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
714,31,41,31,47,54,34,30,26,11,2,41,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,35,41,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,38,41,32,47,54,34,29,27,13,2,36,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,43,41,33,47,54,34,25,26,12,2,37,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,40,41,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,42,41,33,47,54,34,27,31,13,1,28,37,28,19,20,31,23,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,38,41,32,47,54,34,27,30,11,0,36,37,29,19,20,31,20,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,41,40,32,46,54,34,25,31,12,2,34,36,29,19,19,31,21,26,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,34,41,33,47,54,34,25,31,13,2,43,37,28,19,20,31,20,29,11,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,37,39,33,46,54,34,28,31,14,2,32,35,27,19,20,31,22,26,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,39,40,31,46,54,34,27,31,11,0,54,37,29,19,20,31,21,24,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,42,41,33,47,54,34,27,31,11,2,39,36,28,19,20,31,21,30,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,41,40,33,46,54,34,26,29,14,2,31,37,28,18,20,31,19,27,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,31,41,32,47,54,33,29,29,11,2,34,37,27,19,20,31,22,27,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,40,41,33,47,54,34,26,33,13,2,29,37,27,19,20,29,22,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,38,40,32,46,52,34,25,30,12,2,38,36,28,18,20,31,21,26,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,41,40,31,47,54,34,28,31,11,1,43,37,26,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,43,41,33,47,53,34,29,33,9,2,32,36,29,18,20,31,21,27,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,30,38,33,47,54,34,29,31,12,1,29,37,28,19,20,31,20,25,11,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,40,41,32,47,54,34,28,31,12,2,48,35,28,19,20,31,22,31,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,38,41,32,47,54,34,27,31,10,2,38,37,29,19,20,31,21,25,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,27,41,32,46,54,34,27,30,10,2,37,37,28,19,20,31,22,29,11,2,,,,,,,,,,,,,,,,,,,,,,,,,
720,40,41,32,47,54,34,26,30,12,1,32,37,29,19,20,31,21,26,15,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,43,41,31,47,54,34,29,33,15,2,38,37,28,19,20,31,21,29,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,31,41,33,47,54,34,27,29,12,1,36,37,28,18,20,31,21,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
720,36,41,32,46,54,33,25,31,10,2,47,37,29,19,20,31,22,28,15,5,,,,,,,,,,,,,,,,,,,,,,,,,
720,53,41,31,47,53,34,27,27,12,2,39,37,29,19,20,31,22,24,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
720,37,41,33,47,54,34,28,29,15,2,39,37,29,19,20,31,21,27,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,34,38,33,47,54,34,29,31,11,1,34,37,28,19,20,31,22,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,
720,36,41,31,47,54,34,29,29,14,2,30,37,28,19,20,31,22,27,13,6,,,,,,,,,,,,,,,,,,,,,,,,,
720,31,41,31,47,54,34,30,26,11,2,41,37,29,19,20,31,21,29,13,5,,,,,,,,,,,,,,,,,,,,,,,,,
726,36,41,33,47,54,34,28,31,13,2,39,37,27,19,20,31,23,29,12,6,,,,,,,,,,,,,,,,,,,,,,,,,
726,38,41,32,47,54,34,29,27,13,2,36,37,28,19,20,31,21,29,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
726,43,41,33,47,54,34,25,26,12,2,38,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,,,,
726,40,41,32,47,54,34,28,28,14,2,32,37,27,19,20,31,21,28,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
