,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516725,0.3372889,0.1768935,0.1667816,0.2482299,0.4401602,0.4873182,0.511904,0.4298926,0.2548042,0.2632272,0.7997954,0.8183474,0.8290337,0.8370395,0.7827436,0.7846912,0.4008234,0.453644,0.2591533,0.2681414,0.08846528,0.08308855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828941,0.5079128,0.256969,0.2088372,0.6309485,0.3588095,0.4969353,0.4552073,0.3604202,0.5656028,0.3572192,0.7740496,0.6082928,0.8124633,0.789314,0.8208917,0.8294629,0.6416657,0.6060687,0.536734,0.358027,0.3525116,0.1696025,0.2397315,0.101771,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05658975,0.08946829,NA,NA,NA,NA,0.7033604,0.3704695,0.3868262,0.2633806,0.6872857,0.4680676,0.6041628,0.636802,0.6507621,0.7686611,0.6524008,0.7865607,0.8225323,0.7750247,0.7659726,0.6016724,0.7981333,0.8448916,0.7997434,0.4820531,0.4069639,0.3786843,0.2921321,0.3348764,0.1844073,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283404,0.0313868,0.03412382,0.04623898,0.1625757,0.1572297,0.1623547,0.3879771,0.2894609,NA,0.3460162,0.3107139,0.3949035,0.7606301,0.7353878,0.4520116,0.642307,0.7905682,0.7780363,0.7914667,0.824661,0.7673081,0.7923357,0.7886438,0.7395093,0.725092,0.8267226,0.8523576,0.8246213,0.5900362,0.2510778,0.1823329,0.1456092,0.06712227,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02663082,0.02706843,0.03784945,0.07985049,0.1514742,0.2064578,0.1655121,0.2665721,0.2655267,0.3450384,0.4747997,0.263424,0.5876448,0.6711738,0.7780989,0.7722705,0.4919532,0.3765863,0.6692798,0.7803361,0.8167526,0.792715,0.7902511,0.7039119,0.775898,0.7756151,0.8239072,0.837655,0.8868433,0.7666948,0.4929034,0.1298794,0.08947584,0.09935565,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02013072,0.03440906,0.04204249,0.07116067,0.2953149,0.4067037,0.1572949,0.3134069,0.4532946,0.3981937,0.5195889,0.4189544,0.7248911,0.7630275,0.7908813,0.7956078,0.6587884,0.3116665,0.5362455,0.5802623,0.7789176,0.8169655,0.8087977,0.7289894,0.7753146,0.7725677,0.7957816,0.8488652,0.8626015,0.3667952,0.4157976,0.3120869,0.1175051,0.199411,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04569506,0.0404399,0.08312093,0.1592669,0.3630013,0.3744402,0.3219051,0.3807172,0.402415,0.4205512,0.509012,0.523392,0.7774684,0.7119831,0.7883017,0.7971311,0.6766347,0.404091,0.6217335,0.6535639,0.7467993,0.8417854,0.8687511,0.8527264,0.7738526,0.7796552,0.7986915,0.8292294,0.83727,0.728806,0.3669943,0.128441,0.396098,0.4420156,0.397474,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0602736,0.2133671,0.04311597,0.03161627,0.02282668,0.02002847,NA,NA,NA,NA,NA,0.01567499,0.01668737,0.01550367,0.01857604,0.02091832,0.122905,0.3180051,0.2519438,0.2655129,0.4336219,0.6593047,0.7898457,0.7722328,0.5042095,0.7759349,0.7633032,0.7236812,0.7744216,0.7122471,0.4689216,0.5103362,0.6789193,0.7756945,0.8550777,0.8695509,0.8529714,0.7717066,0.7809358,0.7915126,0.8073926,0.8264579,0.7416829,0.2727272,0.1176385,0.1748535,0.2276087,0.1886852,0.196942,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05556467,0.06455126,0.09697684,0.0683729,0.03171432,0.02265995,0.02752969,0.02933116,0.02883056,0.039756,0.03345091,0.0271624,0.02368929,0.02883602,0.06514596,0.04380915,0.02274538,0.05273207,0.1151277,0.2361964,0.3191844,0.6094174,0.6065779,0.7498667,0.5465298,0.3000338,0.633663,0.7582312,0.8021435,0.7576477,0.591495,0.2565789,0.5950125,0.6205614,0.7498899,0.825697,0.8652141,0.8317664,0.7985649,0.7763939,0.7772835,0.7932387,0.8128014,0.8335245,0.481504,0.1172386,0.1107462,0.1776628,0.2859892,0.2144495,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1622863,0.175838,0.1846548,0.1916637,0.1455702,0.06051944,0.0294481,0.03338395,0.03551821,0.03621069,0.04105311,0.0438501,0.04304861,0.0584889,0.04870886,0.05558385,0.0445568,0.1842271,0.1639528,0.2484184,0.2671034,0.5850857,0.71303,0.7245733,0.7621051,0.2986961,0.6846846,0.7399799,0.7832759,0.6651643,0.5247583,0.2643671,0.5974134,0.7066001,0.8264587,0.8259146,0.8870704,0.7056581,0.735738,0.736865,0.7157422,0.8180277,0.8025653,0.8319872,0.6122671,0.2109384,0.2227681,0.176594,0.1382973,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2964244,0.2901232,0.2254412,0.1541301,0.179322,0.1427978,0.07335785,0.06243333,0.02988119,0.0366976,0.03848794,0.1204032,0.08908729,0.141571,0.1147635,0.1928656,0.1516999,0.05964693,0.0821669,0.1055281,0.2118859,0.238782,0.2950747,0.5510267,0.6829879,0.7078537,0.7072173,0.5647647,0.5790822,0.7339643,0.7100453,0.7617654,0.6079056,0.3471859,0.6766226,0.7602102,0.8398393,0.9302103,0.7390748,0.7886563,0.7550345,0.7734523,0.7808667,0.7105994,0.830301,0.820725,0.6937777,0.5289095,0.2062673,0.3708965,0.127068,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07694348,0.04263035,NA,NA,NA,0.5200948,0.4270082,0.3131428,0.3139869,0.3386429,0.2574961,0.2439891,0.1606513,0.07350026,0.08985575,0.1554688,0.204362,0.1635192,0.3842173,0.2972186,0.2795912,0.1761238,0.1246478,0.1267602,0.1194529,0.2576698,0.1103253,0.1479458,0.3059716,0.3620885,0.5564283,0.6525753,0.5981427,0.7658104,0.6195347,0.7303869,0.7452821,0.7472149,0.7690024,0.7075943,0.4719006,0.4972162,0.7125597,0.8943268,0.9333996,0.6719058,0.8271461,0.7368672,0.7364249,0.7761308,0.8086928,0.7291791,0.7408717,0.5818301,0.1581653,0.1235753,0.4538471,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05571765,0.05921566,0.03358819,0.06092186,0.04856827,0.08432859,0.3925436,0.4330901,0.3606574,0.390025,0.2707295,0.2844328,0.3869834,0.2213002,0.3143354,0.2868837,0.2838702,0.3539548,0.3522104,0.3437167,0.1742637,0.2607512,0.288006,0.1435502,0.1125689,0.09720104,0.09006549,0.203644,0.3212084,0.386361,0.3834318,0.5651202,0.6288702,0.5912772,0.7478756,0.7267004,0.7452274,0.7489801,0.7333616,0.7781636,0.7250078,0.4533001,0.5127006,0.8086014,0.8898525,0.9344953,0.854136,0.6534714,0.7729805,0.7551382,0.7571827,0.8339427,0.8712237,0.6115248,0.4382216,0.1483298,0.1840904,0.407611,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05000733,0.04720502,0.05400285,0.07685679,0.05480082,0.079891,0.2890982,0.3386174,0.4206273,0.3603479,0.3399809,0.3056296,0.3848032,0.3858433,0.4810612,0.4219724,0.3685058,0.289734,0.3697629,0.23021,0.1884566,0.1981606,0.2399428,0.2307461,0.2341858,0.2785971,0.2200684,0.3200685,0.3281667,0.3920918,0.4339326,0.4239476,0.6840336,0.5601277,0.5355026,0.5934162,0.7291051,0.7444368,0.7616992,0.7755849,0.6907887,0.4607971,0.6962349,0.8076814,0.8691509,0.895981,0.8021433,0.7779074,0.6389037,0.7330704,0.7754093,0.8402033,0.7873423,0.4309838,0.2953017,0.1364597,0.3100032,0.07077207,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04705957,0.04302344,0.04494801,0.04409175,0.04990208,0.04173571,0.07214478,0.1408013,0.2547707,0.412297,0.4635282,0.4448773,0.5550331,0.5661233,0.5210716,0.6041505,0.3460285,0.6017065,0.5195934,0.3614612,0.3354124,0.2777077,0.2933082,0.2869527,0.2460057,0.2681013,0.2168193,0.2468279,0.2673248,0.3181549,0.3863482,0.4232658,0.5709267,0.5244942,0.7167417,0.7334586,0.6490765,0.7300933,0.7606689,0.7580362,0.7182525,0.6640489,0.6483693,0.6453945,0.7700611,0.8789399,0.8969527,0.8047678,0.7970516,0.7676107,0.7327007,0.770162,0.8235698,0.8055532,0.3031498,0.3293972,0.1056148,0.1597397,0.09260039,NA,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03913591,0.03767253,0.04487446,0.02498041,0.06207534,0.03100586,0.0794754,0.1022618,0.06868784,0.2308094,0.5547485,0.6589181,0.7689344,0.786545,0.787015,0.7492611,0.7832965,0.5894503,0.7515099,0.4665996,0.2558123,0.3266019,0.3040293,0.2511142,0.2636225,0.28868,0.2222136,0.2424718,0.2380042,0.2577814,0.3719957,0.4082928,0.4568788,0.6353964,0.6074423,0.5683563,0.7337776,0.6663574,0.7051998,0.7521328,0.7237746,0.7314358,0.5566055,0.7480463,0.8435948,0.768,0.8688362,0.8934972,0.8793424,0.8523585,0.6818203,0.7221988,0.801359,0.7845198,0.8050102,0.3453678,0.188241,0.09967761,0.08560377,0.1892421,0.2169189,NA,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02215373,0.03047913,0.03271035,0.02983842,0.02573022,0.02940287,0.0207302,0.03972958,0.06601196,0.05372672,0.04950855,0.2469235,0.451071,0.5234871,0.5714115,0.8043637,0.8072373,0.786007,0.7955776,0.6845707,0.7483817,0.6268077,0.433659,0.3362965,0.3031836,0.2363437,0.2376162,0.257155,0.275346,0.2610891,0.2961787,0.3195666,0.4716597,0.4107982,0.4989738,0.7654464,0.7822969,0.669546,0.6304996,0.5902699,0.7208019,0.7591894,0.7154191,0.7277802,0.7872481,0.7366579,0.8449867,0.8544068,0.8844027,0.8794234,0.7324019,0.8301111,0.5113333,0.6201539,0.7463384,0.768181,0.7205566,0.7144402,0.1763519,0.1082232,0.1088911,0.0927833,0.3543987,0.1670221,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007050935,0.02155091,0.03023456,0.02617544,0.01345876,0.03042625,0.04414809,0.03384824,0.0418693,0.08205168,0.06173616,0.02828651,0.06018294,0.147303,0.3245348,0.4165307,0.5374173,0.8003321,0.7997054,0.679811,0.7958955,0.8676223,0.8123791,0.6817099,0.4390685,0.3189891,0.2571105,0.2799331,0.2393432,0.260669,0.2040856,0.3808576,0.3906187,0.4767738,0.5700802,0.6063541,0.6165578,0.8192357,0.8695668,0.7479099,0.7457595,0.7539571,0.7334961,0.7325197,0.5428145,0.6235532,0.644099,0.6563109,0.7113717,0.7729138,0.8929915,0.7781228,0.5409819,0.3092392,0.3751011,0.6220877,0.7510329,0.7617466,0.8142582,0.5151091,0.2867471,0.3030179,0.1283578,0.09453879,0.125718,0.3991358,0.1143628,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01005054,0.01641303,0.02420781,0.01584006,0.02114761,0.03942807,0.03917935,0.04409672,0.02514073,0.0334969,0.05878967,0.04633686,0.04235744,0.09543215,0.1627811,0.2351652,0.1805928,0.4400775,0.5936462,0.602289,0.6817242,0.7251263,0.6867486,0.5803927,0.6719355,0.5342028,0.3137696,0.2435809,0.2656801,0.2458221,0.2242772,0.1785197,0.4123302,0.4805997,0.4286514,0.5656923,0.6478225,0.6762759,0.8369663,0.8575677,0.8145728,0.7909037,0.7560754,0.7390906,0.7027249,0.6933839,0.736506,0.3731922,0.6803542,0.5817552,0.5309121,0.4752148,0.3440065,0.2411524,0.4670369,0.4465055,0.4290925,0.4266042,0.5634805,0.6440989,0.4301584,0.4930907,0.1789492,0.1503115,0.1011093,0.07551046,0.3364856,0.1631742,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01119427,0.01309689,0.03230551,0.02857294,0.03371752,0.04156388,0.03126309,0.03581049,0.04924018,0.02435006,0.01781918,0.04953897,0.02444808,0.09399844,0.29846,0.1708219,0.4664436,0.4825193,0.5142498,0.5624472,0.5036136,0.6320496,0.5778034,0.6775686,0.5740046,0.457278,0.3308397,0.3386555,0.3376582,0.1678334,0.2959387,0.4620138,0.4677156,0.4950122,0.5366237,0.6257038,0.5623145,0.6908631,0.7763246,0.6227779,0.7108661,0.6401868,0.6430452,0.6735919,0.6684893,0.5795718,0.5816758,0.4556647,0.6735168,0.5628971,0.5490339,0.4060669,0.304928,0.3354421,0.2903468,0.332568,0.4673032,0.4173078,0.5159149,0.5405321,0.3721398,0.2414659,0.2437541,0.3367139,0.3439272,0.1976831,0.3586161,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,0.01227405,NA,NA,0.01079715,0.01109202,0.01649263,NA,0.01125943,0.01174057,0.013808,0.03491979,0.02864542,0.02840321,0.01965608,0.02500386,0.01493463,0.02260514,0.02476094,0.01869177,0.02807735,0.01581891,0.04086057,0.08929667,0.06888098,0.1856316,0.2730103,0.2565779,0.3831242,0.5344802,0.5464098,0.4732964,0.6148767,0.5024332,0.4367284,0.3494187,0.3254741,0.3221868,0.2923771,0.3808554,0.4725022,0.4953425,0.5132678,0.5899423,0.4587912,0.3880679,0.6044748,0.6374731,0.5772036,0.7035226,0.6684317,0.7590088,0.6958915,0.767233,0.78557,0.9179751,0.8496943,0.8684104,0.6980144,0.5269547,0.3675971,0.2442378,0.2276169,0.2689072,0.2558506,0.4179601,0.328462,0.4391165,0.5179422,0.3273645,0.1424216,0.1446383,0.1411808,0.1977112,0.09920333,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,NA,0.01422943,0.01141861,0.009296696,0.01669944,0.010828,0.01548982,0.02259353,0.01697779,0.0135081,0.01044197,0.01112086,0.01170626,0.01349592,0.01367458,0.01192748,0.01579316,0.03387371,0.01299067,0.01266909,0.01896079,0.02792636,0.0347266,0.05913679,0.0558334,0.07287017,0.1384807,0.2189498,0.1921757,0.4385584,0.4462351,0.405993,0.4432569,0.4404189,0.381051,0.3515485,0.2486878,0.2308344,0.3109668,0.324694,0.4124337,0.4404512,0.4533284,0.4060688,0.3848332,0.2989105,0.4400026,0.5479065,0.680002,0.7112126,0.7254995,0.7788414,0.6354681,0.5874471,0.8643087,0.8955523,0.8843809,0.8555813,0.6288863,0.4507711,0.3575056,0.1810044,0.1803736,0.261671,0.3501287,0.3316926,0.3624232,0.3984492,0.4007424,0.1863703,0.07203989,0.1527249,0.05199133,0.04987599,0.06280895,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,0.0118366,0.01081283,0.01113528,0.01022932,0.01267227,0.01469656,0.03007029,0.02554525,0.02865414,0.01584934,0.01054335,0.01179952,0.01273072,0.01511243,0.01143798,0.01079144,0.01362661,0.02510862,0.01337675,0.01335598,0.01656334,0.01481561,0.04544467,0.09200328,0.1473134,0.2771196,0.3023793,0.2211836,0.186698,0.2985999,0.3967041,0.4057945,0.3733016,0.3960923,0.3298565,0.3141332,0.2999364,0.3449771,0.2842717,0.2620756,0.4119465,0.2775114,0.2246027,0.1785264,0.3335511,0.2317072,0.4879215,0.6029083,0.4976133,0.6302171,0.4859063,0.5555751,0.5844185,0.5330777,0.6804677,0.7431412,0.8442254,0.8384823,0.5610298,0.4288496,0.369137,0.2329937,0.1815931,0.2539821,0.2905351,0.3221885,0.3337253,0.3562414,0.2890238,0.2170275,0.04929208,0.1729455,0.1290161,0.1896944,0.0896724,NA,NA,NA,NA,NA,NA,NA
,NA,NA,NA,0.00905605,0.009997513,0.01037917,0.0114532,0.01613555,0.02428012,0.03269228,0.01817623,0.0259629,0.01606644,0.02086711,0.01310829,0.013113,0.0124,0.01206978,0.01922889,0.03136053,0.03099914,0.03688521,0.03656516,0.05342737,0.04056802,0.143581,0.07296828,0.07087521,0.1164649,0.2883812,0.1412471,0.2084337,0.23591,0.3654462,0.3919906,0.3629105,0.3606521,0.3419727,0.3235093,0.2585947,0.3234204,0.2825266,0.3314485,0.3438859,0.2449402,0.1633132,0.1073665,0.2782789,0.4138323,0.3963941,0.4188776,0.5689273,0.3953799,0.4059085,0.4941701,0.5063233,0.7909748,0.75385,0.7980061,0.8105162,0.7496643,0.565494,0.4062729,0.2551152,0.3185349,0.3311279,0.3001013,0.3685411,0.3419024,0.2939088,0.2195341,0.2003302,0.1268253,0.1357152,0.07436543,0.07337917,0.04468985,0.1281982,0.205846,NA,NA,NA,NA,NA,NA
,NA,NA,0.0122135,0.008195605,0.01328684,0.01314767,0.01829051,0.02695526,0.02301482,0.032642,0.02066419,0.02978061,0.01953867,0.02926497,0.01877348,0.01766817,0.01266957,0.01234569,0.01669995,0.02515601,0.01798145,0.03308854,0.02558411,0.02200704,0.03363514,0.1127866,0.06694412,0.06513396,0.07137494,0.1873735,0.2618279,0.1046069,0.2292204,0.3208748,0.3490056,0.3248537,0.3585431,0.352852,0.175553,0.1505516,0.2259698,0.307229,0.2979248,0.2540093,0.2216567,0.07317904,0.08541372,0.2309054,0.2515697,0.2699587,0.3529638,0.406176,0.3013884,0.475803,0.3897195,0.4819822,0.6878848,0.8861697,0.8572603,0.8011406,0.7519246,0.5594266,0.3750856,0.3463446,0.3114912,0.2197052,0.2058097,0.2595434,0.2202542,0.174998,0.1021538,0.04879807,0.08306723,0.09902311,0.0414511,0.146447,0.05697846,0.05056442,0.02457241,NA,NA,NA,NA,NA,NA
